,link,#_clicks,most_freq_positioning
9522,prime minister,,top
9523,prime minister of great britain,,center-top
9524,prime minister's,,center
9525,prime ministers,,top
9526,prime ministers of the united kingdom,,top
9527,prime numbers,,top
9528,primulas,,center
9529,prince,,top
9530,prince albert,,center-bottom
9531,"prince albert, duke of york",,center-bottom
9532,prince alfred,,center-top
9533,prince edward,,center-bottom
9534,"prince edward, the true prince of wales and duke of cornwall",,center-top
9535,prince george,,center-top
9536,"prince george, prince of wales",,top
9537,prince john,,center
9538,prince of wales,,top
9539,prince regent,,top
9540,"prince william, duke of clarence",,center
9541,princess anne,,center
9542,princess anne of denmark,,top
9543,princess elizabeth,,center-bottom
9544,princess mary,,center-bottom
9545,princeton,,top
9546,principalities,,top
9547,principality of monaco,,top
9548,principality of wales,,top
9549,principia,,center
9550,principia mathematica,,center
9551,print media,,bottom
9552,printmaker,,top
9553,prions,,center-bottom
9554,"privacy 
policy",,center-bottom
9555,privacy policy,,bottom
9556,private property,,center-top
9557,privy council,,center-bottom
9558,privy counsellor,,top
9559,privy counsellors,,center
9560,problems,,bottom
9561,processor,,center-top
9562,processors,,center-top
9563,production management,,bottom
9564,programmability,,center-top
9565,programmed,,center-top
9566,programming languages,,bottom
9567,"progress report on sos children’s village dassa-zoumé, benin",,center
9568,project spotlight,,center
9569,"project: conversion of the sos nursery school in limón, costa rica, into an sos social centre.",,center
9570,projections,,center
9571,pronunciation,,top
9572,propagandist,,center
9573,propagandistic,,bottom
9574,propagation,,top
9575,proper removal of ticks,,top
9576,properties,,top
9577,property rights,,center-top
9578,prophet muhammad,,center-bottom
9579,proportions of the round brilliant,,bottom
9580,propulsion,,top
9581,prospectors,,center
9582,prostate,,center-bottom
9583,protect global climate,,center
9584,proteinaceous,,bottom
9585,proteins,,center-top
9586,protestant england,,center-top
9587,protofeathers,,center-bottom
9588,protons,,center-bottom
9589,proust,,bottom
9590,prunes,,top
9591,pseudo-aristotle,,center-bottom
9592,psittacidae,,top
9593,psychological,,center
9594,psychological health,,center-top
9595,psychologically,,top
9596,psychologist,,top
9597,psychologists,,bottom
9598,pt,,center-bottom
9599,pterodactyl,,center-top
9600,pterodactyls,,top
9601,pterosaurs,,bottom
9602,ptolemaic,,center-bottom
9603,pu,,center-bottom
9604,publicly quoted companies,,center-bottom
9605,published,,center
9606,publisher,,top
9607,publishing firm,,center-bottom
9608,puerto rican,,center
9609,puerto rico,,bottom
9610,puffins,,bottom
9611,pumpkins,,top
9612,pupils,,center
9613,purcell,,top
9614,purified,,bottom
9615,pushkin,,center-bottom
9616,pyotr tchaikovsky,,center-bottom
9617,pyramid of khufu,,center-top
9618,pyramidal,,center-top
9619,pyramids,,top
9620,pyrites,,center
9621,pythagoras' theorem,,top
9622,pythagorean,,center
9623,pythagoreanism,,center
9624,pāli canon,,center-bottom
9625,qatari,,center-bottom
9626,qin,,bottom
9627,qin shi huang di,,top
9628,qing,,center-top
9629,qing china,,center-top
9630,qing period,,center-top
9631,qu'ran,,center-top
9632,quaid-e-azam,,bottom
9633,quake,,bottom
9634,quaker,,top
9635,quakers,,top
9636,qualifications,,center-top
9637,quantify,,center
9638,quantum,,center
9639,quantum chemist,,top
9640,quantum computers,,center-bottom
9641,quantum mechanical,,top
9642,quantum mechanical theory,,top
9643,quantum mechanically,,center
9644,quantum theory,,top
9645,quantum-chemical,,center-top
9646,quarks,,top
9647,queen,,center
9648,queen anne,,top
9649,queen elizabeth,,center-bottom
9650,queen elizabeth i,,top
9651,queen elizabeth ii,,center-top
9652,queen elizabeth ii's,,center
9653,queen elizabeth's,,top
9654,queen mary,,top
9655,queen mary ii,,center
9656,queen of the united kingdom,,center-top
9657,queen victoria,,top
9658,queen victoria's,,center
9659,questionnaire,,bottom
9660,quintile,,center-bottom
9661,quitile,,center-bottom
9662,qur'anic,,top
9663,qur'ans,,bottom
9664,qur'ān,,bottom
9665,r&b,,top
9666,r. buckminster-fuller,,center-top
9667,r.o.c,,top
9668,r.o.c.,,center
9669,ra,,center-bottom
9670,rabbits,,center
9671,racecar,,center-bottom
9672,racecars,,bottom
9673,races,,center-top
9674,rachel@soschildren.org,,center-bottom
9675,racial,,center-bottom
9676,radars,,center-top
9677,radiates,,center
9678,radiation,,top
9679,radical capitalists,,center
9680,radio sources,,center
9681,radio spectrum,,center
9682,radio technology,,top
9683,radio telescopes,,center-top
9684,radio transmissions,,top
9685,radio waves,,top
9686,radioed,,center-top
9687,radioing,,top
9688,radios,,center-bottom
9689,radiotelegraph,,top
9690,radishes,,center-top
9691,radon-222,,center-bottom
9692,raf,,center-bottom
9693,rafah,,center
9694,rags,,bottom
9695,rail,,center
9696,rail lines,,center-bottom
9697,railroad,,top
9698,railroads,,center-top
9699,railway,,top
9700,railway system,,center
9701,railways,,top
9702,rain water,,top
9703,rainbow flag,,bottom
9704,rainbows,,center-top
9705,rainfall,,center-top
9706,rainforests,,center-bottom
9707,rainwater,,center
9708,rainy,,center-top
9709,rajpura,,top
9710,rameses ii,,center-top
9711,ramses ii,,center-bottom
9712,ran,,center-top
9713,rap,,center-top
9714,raphael's,,bottom
9715,rapidly disappearing,,center-top
9716,raptor,,top
9717,raptors,,top
9718,ratio of a circle's circumference to its diameter,,center
9719,ravens,,center-bottom
9720,raw cotton,,center-bottom
9721,ray richards golf course,,center-bottom
9722,rb,,center-bottom
9723,re,,bottom
9724,re-unification,,top
9725,reactions of alcohols,,center
9726,read his story,,center-bottom
9727,read more about the challenge,,center
9728,read more here,,center
9729,read more information here,,center
9730,read nirmal's story of how she regained her strength,,center-bottom
9731,reagan,,center-bottom
9732,rebeccac@soschildren.org,,center-bottom
9733,rebelled and declared their independence,,bottom
9734,rebellion in the north,,top
9735,rebound,,center-top
9736,recognition,,top
9737,recorders,,top
9738,recycled,,center-bottom
9739,recycles,,bottom
9740,red,,bottom
9741,red dwarfs,,bottom
9742,red giants,,center
9743,red rains of 2001,,center-top
9744,red-shifted,,center-bottom
9745,redshifted,,top
9746,redshifts,,center-top
9747,reduction of mountain glacial ice,,center-bottom
9748,redwings,,center-top
9749,redwood national park,,center-top
9750,reed,,center
9751,reed warblers,,center-top
9752,reefer,,center-top
9753,refineries,,bottom
9754,refinery,,center
9755,refractory period,,center
9756,refrigerated boxcar,,center-top
9757,refrigerator cars,,center-bottom
9758,regal lordship,,top
9759,regional,,top
9760,regula monachorum,,center-top
9761,regular,,center-bottom
9762,regular donation,,center-bottom
9763,regular donations online,,center-top
9764,reigate,,top
9765,relapsing-remitting multiple sclerosis,,center
9766,relativistic,,center-top
9767,relativity,,bottom
9768,relaxing,,center-bottom
9769,relief in pakistan,,center-bottom
9770,religions,,top
9771,religious,,top
9772,religious belief,,top
9773,religious processions,,center-top
9774,religious tradition,,top
9775,religious uses,,bottom
9776,religiously,,bottom
9777,remember our charity (legacies),,center
9778,remembering chernobyl,,center-top
9779,remembering our charity,,center-bottom
9780,renaissance period,,center-bottom
9781,rene descartes,,top
9782,renormalizability,,bottom
9783,rené-charles dion angélil,,center
9784,rep.,,center-top
9785,representative,,center-bottom
9786,representatives,,center-bottom
9787,reptiles,,top
9788,reptilian,,center-bottom
9789,republic,,center
9790,republic of azerbaijan,,top
9791,republic of china (r.o.c),,top
9792,republic of china (roc),,top
9793,republic of china (taiwan),,bottom
9794,republic of djibouti,,top
9795,republic of georgia,,center-bottom
9796,republic of guinea,,top
9797,republic of kiribati,,top
9798,republic of korea,,top
9799,republic of lithuania,,top
9800,republic of moldova,,center
9801,republic of poland,,top
9802,republic of san marino,,top
9803,republic of south africa,,top
9804,republic of turkey,,top
9805,republican government,,center-top
9806,republic of the congo,,bottom
9807,requisite proportions,,center-top
9808,reservoir,,bottom
9809,reservoirs,,bottom
9810,resistance,,top
9811,resistive,,top
9812,restoration comedies,,top
9813,restore nitrogen,,center-bottom
9814,retinal,,bottom
9815,retinas,,center
9816,retreated,,center-bottom
9817,reunification,,top
9818,reunified,,top
9819,revelation,,top
9820,revenue,,top
9821,revolution in france,,center
9822,revolution of 1789,,top
9823,revolution of 1917,,center
9824,revolutionaries,,center-bottom
9825,revolutionary,,center-top
9826,revolutionary france,,top
9827,revolutionary war,,bottom
9828,revolutionary wars,,top
9829,revolutionising,,bottom
9830,revolutionists,,bottom
9831,reza shah pahlavi,,top
9832,rf,,center-bottom
9833,richard,,center-bottom
9834,richard burton,,bottom
9835,richard i,,top
9836,richard ii,,top
9837,richard iii,,bottom
9838,richard of bordeaux,,center
9839,richard of gloucester,,center-bottom
9840,richard the lionheart,,center
9841,richard wagner's,,center
9842,richard's,,top
9843,"richard, duke of gloucester",,center-bottom
9844,richelieu,,center-top
9845,richmond,,top
9846,rickets,,center
9847,rift valley,,center-top
9848,right to vote,,center-top
9849,rights,,top
9850,rimsky-korsakov,,center-bottom
9851,ring,,bottom
9852,rings,,top
9853,rio,,top
9854,rise in sea level,,top
9855,rising,,bottom
9856,rising sea level,,top
9857,river congo,,center-bottom
9858,river floods,,center-top
9859,river volga,,center-top
9860,riverbed,,center
9861,riverless,,center
9862,rivers,,top
9863,rm,,center
9864,rmb,,center-top
9865,rmb¥,,center-top
9866,rn,,center-top
9867,roads,,bottom
9868,robert baden-powell,,center
9869,roc flag,,center-top
9870,rock pigeons,,bottom
9871,rocket,,top
9872,rockies,,bottom
9873,rocky mountain region,,top
9874,rodin,,bottom
9875,rogers,,center-top
9876,roland garros,,bottom
9877,roman,,top
9878,roman alphabet,,center-bottom
9879,roman catholic,,top
9880,roman catholic papacy,,center-top
9881,roman catholicism,,top
9882,roman catholics,,center
9883,roman civilization,,top
9884,roman deities,,top
9885,roman emperor,,top
9886,roman emperors,,bottom
9887,roman era,,top
9888,roman god,,top
9889,roman goddess,,top
9890,roman gods,,top
9891,roman history,,top
9892,roman imperial,,top
9893,roman legal code,,top
9894,roman letters,,bottom
9895,roman myth,,bottom
9896,roman mythos,,center
9897,roman occupation,,top
9898,roman pantheon,,top
9899,roman period,,center-top
9900,roman province,,center-top
9901,roman religion,,center-top
9902,roman roads,,top
9903,roman script,,top
9904,roman state,,top
9905,roman villas,,top
9906,romania child sponsorship,,center-bottom
9907,romanian,,center
9908,romanians,,center
9909,romans,,top
9910,romantic,,top
9911,romantic current,,center-bottom
9912,romantic currents,,center-bottom
9913,romantic era,,center-top
9914,romantic movement,,center-bottom
9915,romantic poets,,center-top
9916,romantics,,center-bottom
9917,romeo,,center-bottom
9918,rommel,,center-bottom
9919,rooks,,center-top
9920,roosevelt,,center-bottom
9921,rose-ringed parakeets,,bottom
9922,round brilliants,,center-top
9923,rousseau,,top
9924,rousseauian,,center-bottom
9925,royal,,center-bottom
9926,royal dutch/shell,,center-bottom
9927,royal family,,center-top
9928,royal navy's,,center-bottom
9929,royal parks,,center-top
9930,royal power,,top
9931,royalist,,top
9932,rs,,center
9933,rs.,,center
9934,rss,,center
9935,rubens,,center
9936,rugby,,bottom
9937,rugby world cups,,bottom
9938,rule,,center
9939,rules,,center-top
9940,rumblings of secession,,top
9941,runaway greenhouse effect,,center-bottom
9942,rupees,,center-bottom
9943,rural communes,,top
9944,russ.,,top
9945,russell,,center-top
9946,russia child sponsorship,,center-bottom
9947,russia's,,top
9948,russia's catherine the great,,top
9949,russian,,top
9950,russian capital,,center
9951,russian empire,,top
9952,russian federation,,top
9953,russian folklore,,center-top
9954,russian georgia,,center
9955,russian invasion of 1920,,top
9956,russian revolution,,top
9957,russians,,top
9958,ruth@soschildren.org,,center-top
9959,rutherford,,top
9960,rwanda child sponsorship,,center-bottom
9961,rwandan,,center
9962,rwandans,,center-top
9963,réunion island,,top
9964,rām,,center
9965,rāma,,top
9966,rāmāyana,,center
9967,rāmāyaṇa,,center-top
9968,s,,top
9969,s.a.r. of macau,,top
9970,s.ansari@btinternet.com,,center-top
9971,safe water,,top
9972,sagan,,center
9973,sage,,center-bottom
9974,saharan,,top
9975,saigon,,center-top
9976,saint augustine,,center-top
9977,saint columba,,top
9978,saint joan,,center
9979,saint paul,,center-top
9980,saint paul the apostle,,top
9981,saint helena,,bottom
9982,saladin's grave in damascus,,bottom
9983,salination,,center
9984,saline,,center-top
9985,saline water,,top
9986,salinity,,bottom
9987,salisbury,,bottom
9988,salmo trutta,,center-bottom
9989,salsa,,bottom
9990,salt lake,,center-top
9991,salt lake city,,center-top
9992,salt water,,top
9993,saltpeter,,top
9994,saltpetre,,center-bottom
9995,salts,,top
9996,saltwater,,top
9997,salty,,center-top
9998,salvadoran,,center
9999,salvadorans,,center
10000,same region,,center-top
10001,samoan,,center-top
10002,samoans,,top
10003,san francisco,,top
10004,san francisco county,,center-top
10005,san jose,,bottom
10006,sand castle,,bottom
10007,sand castles,,center
10008,sand dunes,,center
10009,sandbased,,top
10010,sandringham,,top
10011,sandringham estate,,top
10012,sands,,center
10013,sandy,,top
10014,sanitary products,,top
10015,sanskritised,,center-bottom
10016,santa,,bottom
10017,santa cruz,,bottom
10018,santiago,,top
10019,santiago centro,,center-bottom
10020,santo domingo,,center-bottom
10021,sassanian,,top
10022,sassanid,,center-top
10023,sassanids,,top
10024,saudi,,center-bottom
10025,saudi arabian,,bottom
10026,saudi arabia,,bottom
10027,saurischian,,center
10028,saurischians,,top
10029,sauropodomorphs,,center-top
10030,sauropsida,,top
10031,sauropsids,,center-bottom
10032,sax,,center-bottom
10033,saxophones,,top
10034,sb,,center-top
10035,scanian,,top
10036,scattered disk object,,center-top
10037,scenes from genesis,,top
10038,scheme,,top
10039,schizophrenic,,top
10040,schizophrenic's,,top
10041,schizophrenics,,bottom
10042,school,,center-top
10043,school fundraising pages,,center-bottom
10044,schools keepy uppy resources,,center-bottom
10045,schools@worldorphanweek.com,,center-top
10046,schrödinger,,center-bottom
10047,schrödinger wave equation,,center
10048,schubert,,center
10049,schumann,,bottom
10050,schumannesque,,bottom
10051,science and technology,,center
10052,sciences,,top
10053,scientific,,top
10054,scientific history,,top
10055,scientific inquiry,,top
10056,scientific name,,top
10057,scientific study,,top
10058,scientific understanding of atmospheric processes,,top
10059,scientifically,,top
10060,scientists,,top
10061,"scolari, maniche and madaíl become fifa/sos ambassadors",,center
10062,scorbutic,,center-top
10063,scoring,,top
10064,scoring system and service,,top
10065,scot,,top
10066,scots,,top
10067,scots gaelic,,center-bottom
10068,scott,,bottom
10069,scottish,,top
10070,scottish episcopal,,center-top
10071,scottish episcopalian,,center
10072,scottish gaelic,,top
10073,scousers,,center-top
10074,scout,,top
10075,scout groups,,center
10076,scout movement,,center-top
10077,scouts,,top
10078,scripture,,top
10079,sculptor,,top
10080,sculptors,,bottom
10081,sculpture in the round,,bottom
10082,sculptures,,top
10083,scuptors,,center-bottom
10084,sea level,,center
10085,sea level change,,center-bottom
10086,sea level rose,,top
10087,sea levels,,center-bottom
10088,sea levels rise,,bottom
10089,sea-coal,,center-bottom
10090,seagull,,center
10091,seas,,top
10092,seasonal,,center-top
10093,seasonal snow,,bottom
10094,seasonally,,top
10095,seasons,,center-top
10096,seat,,center-bottom
10097,seattle,,bottom
10098,seaway,,center
10099,secant,,center
10100,second,,center
10101,second anglo-boer war,,top
10102,second battle of smolensk,,bottom
10103,second century,,center-top
10104,second concert,,center-bottom
10105,second congo wars,,top
10106,second major offensive,,bottom
10107,second world war,,top
10108,second world war (1939-1945),,top
10109,second world wars,,center-top
10110,section,,top
10111,"secure direct
debit",,top
10112,secure donation,,top
10113,secure online child sponsorship,,center-top
10114,secure online donation,,top
10115,security below,,center-top
10116,sedna,,center-top
10117,see below,,center
10118,see list below,,center-top
10119,see note below,,center
10120,see picture,,center-top
10121,see spelling below,,top
10122,seeded,,center-top
10123,seeds,,top
10124,seismic,,center-top
10125,seismic activity,,center-top
10126,seized control,,top
10127,selected,,center-top
10128,selection,,center-bottom
10129,selection of ideas,,center-bottom
10130,selection pressure,,bottom
10131,selective,,center
10132,selective advantage,,top
10133,semiconductivity,,top
10134,semiconductor devices,,top
10135,semiconductors,,top
10136,senate,,top
10137,senator,,top
10138,senators,,center-top
10139,sendero luminoso,,center
10140,senegal child sponsorship,,center-bottom
10141,senegalese,,center-bottom
10142,senufo,,bottom
10143,september 11,,top
10144,september 11 attacks,,center-bottom
10145,september 11 terrorist attacks,,center
10146,"september 11, 2001",,center-bottom
10147,"september 11, 2001 terrorist attacks",,center
10148,september 11th attacks,,center-top
10149,september 11th terror attacks,,center-bottom
10150,september 11th terrorist attacks,,center
10151,"september 11, 2001",,bottom
10152,september–october 1993 constitutional crisis,,bottom
10153,serbian,,top
10154,serenity,,center-bottom
10155,series of five books,,top
10156,sesame street monopoly,,center-bottom
10157,sets,,bottom
10158,settle,,center-top
10159,seven million years ago,,bottom
10160,seventeenth,,top
10161,seventeenth century,,top
10162,seventh,,top
10163,seventh century,,top
10164,seventh century ad,,top
10165,seventh longest,,top
10166,several invasions of russia,,top
10167,several states,,top
10168,several wars,,top
10169,severn,,top
10170,severn valley,,top
10171,sex,,top
10172,seychellois,,top
10173,sgt. pepper,,center
10174,shackleton crater,,center
10175,shakespeare,,top
10176,shakespeare's,,center
10177,shakespeare's tragedies,,center
10178,shakespeare-inspired,,center-top
10179,shakespearean,,top
10180,share,,center-top
10181,sharks,,center
10182,sharkskin,,bottom
10183,shelducks,,center
10184,shell,,bottom
10185,sherman,,center
10186,sherman's,,center
10187,shintoist,,center-bottom
10188,ships,,top
10189,ships of the same name,,top
10190,shoemaker levy,,center-bottom
10191,shoemaker-levy 9,,bottom
10192,shuddha,,center-top
10193,shuttle,,center-top
10194,si,,center
10195,siam,,top
10196,siamese,,top
10197,sichuan peppercorn,,top
10198,siddharta gautama,,top
10199,siddhartha gautama,,top
10200,siege equipment,,center-top
10201,siege warfare,,center-bottom
10202,sieges,,top
10203,sierra leone child sponsorship,,center-bottom
10204,sierra leonean,,center-bottom
10205,sierra leone,,bottom
10206,sikh,,center
10207,sikh religion,,center-bottom
10208,sikhs,,center-bottom
10209,sikkimese,,center-bottom
10210,silent films,,top
10211,silent-film,,top
10212,silurian period,,center-bottom
10213,simpsons,,center-bottom
10214,simón bolivar,,top
10215,sinclair,,center-top
10216,sine,,center-top
10217,singaporean,,center-top
10218,sir arthur sullivan,,bottom
10219,sir arthur wellesley,,top
10220,sir christopher wren,,bottom
10221,sir edmund hillary,,center-bottom
10222,sir francis bacon,,center-top
10223,sir humphry davy,,center-top
10224,sir isaac newton,,center
10225,sir j.j. thomson,,top
10226,sir john vanbrugh,,center-bottom
10227,sir robert peel,,center-top
10228,sir thomas more,,center-top
10229,sir tim berners-lee,,center-bottom
10230,sir walter raleigh,,center-bottom
10231,sir walter scott,,center
10232,sir winston churchill,,center-bottom
10233,situation of women in india,,center-bottom
10234,six-villages,,center-bottom
10235,sixteenth,,center-top
10236,sixteenth centuries,,top
10237,sixteenth century,,top
10238,sixth,,center-top
10239,sixth century,,top
10240,sketches,,top
10241,ski,,center
10242,skier,,center-bottom
10243,skiers,,center
10244,slave,,top
10245,slave labor,,bottom
10246,slave labour,,top
10247,slave rights,,center-top
10248,slave trade,,top
10249,slave-trading,,top
10250,slaves,,top
10251,slavic,,center-top
10252,slavic religion and mythology,,center-bottom
10253,sleeping,,top
10254,slovak,,top
10255,slovakia's,,center-bottom
10256,slovakian,,center
10257,slovenian,,center
10258,smiths,,center-bottom
10259,smoggy,,center
10260,smoked,,top
10261,smoker,,center-bottom
10262,smoking,,center
10263,sn,,top
10264,snow flakes,,center-bottom
10265,snow geese,,top
10266,snowfall,,center-top
10267,snowfalls,,top
10268,snowflake,,center-top
10269,snowflakes,,center-bottom
10270,snowman of the himalayas,,top
10271,snows,,center-top
10272,snuff,,top
10273,snus,,top
10274,soccer,,bottom
10275,social,,top
10276,social and religious controversies,,top
10277,social contract,,bottom
10278,social theory,,center-top
10279,socialist,,top
10280,socialist movement,,top
10281,socialist system,,top
10282,socialists,,center
10283,societies,,top
10284,society’s,,top
10285,sociological,,top
10286,sociologist,,top
10287,sociologists,,top
10288,software for computer games,,center-bottom
10289,soil degradation,,center
10290,soils,,center-top
10291,solar,,center-top
10292,solar eclipses,,center
10293,solar systems,,bottom
10294,solar-eclipse,,center-top
10295,solid-waste treatment,,center
10296,somali,,top
10297,somalia child sponsorship,,center
10298,somalis,,bottom
10299,somme,,bottom
10300,son,,top
10301,sonic the hedgehog,,top
10302,sos children and the fa,,center-bottom
10303,sos children frequently asked questions,,center
10304,sos children london marathon,,center-bottom
10305,"sos children update on sos children’s villages tlokweng and francistown, botswana",,center-bottom
10306,sos children's partnership with hsbc,,center-bottom
10307,"sos children’s village basse, gambia",,center-top
10308,sos children’s village tema,,center
10309,"sos children’s village tema, ghana",,center-bottom
10310,sos children’s villages albania,,center-top
10311,sos children’s villages armenia,,center-top
10312,sos children’s villages in the gambia,,center-bottom
10313,sos children’s wikipedia,,top
10314,sos children’s world,,center-top
10315,"sos community social centre qwa qwa, south africa",,bottom
10316,sos events,,center-bottom
10317,"sos primary school, basse, the gambia",,center
10318,"sos social centre lilongwe, malawi",,center-bottom
10319,"sos social centre lilongwe, malawi (slowly but surely: step by step)",,bottom
10320,"sos social centre mamelodi (partnership with ""tateni"" home-based care organisation)",,center-bottom
10321,"sos social centre nelspruit, south africa (partnership with siyasitana home based care group)",,center-bottom
10322,sos world cup news pages,,center
10323,sos' partnership with fifa,,center-bottom
10324,sos/fifa ‘6 villages for 2006’ campaign,,center-top
10325,sound waves,,top
10326,sounds,,top
10327,soups,,center
10328,south,,center-top
10329,south africa child sponsorship,,center-bottom
10330,south african,,top
10331,south african history,,top
10332,south africans,,center-bottom
10333,south american,,top
10334,south american anteaters,,top
10335,south asians,,top
10336,south atlantic,,center-top
10337,south china seas,,center-top
10338,south georgia,,center
10339,south georgia island,,center-bottom
10340,south greece,,center-bottom
10341,south korea child sponsorship,,center
10342,south korean,,center-bottom
10343,south koreans,,center
10344,south of the sahara,,top
10345,south pacific,,top
10346,south pacific ocean,,top
10347,south sandwich islands,,top
10348,south sea,,top
10349,south slavic states,,top
10350,south wales,,center
10351,south west pacific,,center-bottom
10352,south-west africa,,center-top
10353,southern,,top
10354,southern africa's,,bottom
10355,southern african,,center-bottom
10356,southern culture,,top
10357,southern oscillation,,center-bottom
10358,southern rocky mountains,,top
10359,southern states,,bottom
10360,southern sudan,,center
10361,southern-swedish,,top
10362,southerners,,center-top
10363,southwest asian,,top
10364,south africa,,bottom
10365,south georgia and the south sandwich islands,,bottom
10366,sovereign,,top
10367,sovereign base areas,,top
10368,sovereign states,,center-bottom
10369,soviet,,top
10370,soviet armies,,top
10371,soviet regime,,bottom
10372,soviet sector,,top
10373,soviet state,,top
10374,soviet-era russia,,center
10375,soviets,,top
10376,soy,,center-top
10377,soya,,center-top
10378,soybeans,,center
10379,space,,center-top
10380,space exploration missions,,top
10381,space shuttle,,bottom
10382,space shuttles,,center-bottom
10383,space stations,,center-top
10384,space suits,,top
10385,spagyrists,,center-bottom
10386,spaniard,,bottom
10387,spaniards,,top
10388,spanish,,top
10389,spanish conquest,,center-bottom
10390,spanish inquistors,,center-top
10391,spanish mainland,,center-top
10392,spanish music,,bottom
10393,spanish name,,top
10394,spanish-speaking,,center
10395,sparrowhawks,,center-top
10396,sparrows,,bottom
10397,speaker,,top
10398,speaker of parliament,,center-bottom
10399,speaker of the house,,top
10400,speaker of the house of commons,,center
10401,speaker of the house of representatives,,bottom
10402,special,,center-top
10403,special situations,,center-bottom
10404,special theory of relativity,,center-top
10405,species table,,top
10406,specific,,bottom
10407,spectacle,,center-bottom
10408,spectacles,,center
10409,spectroscopic binaries,,center-bottom
10410,spectroscopically,,center
10411,speech synthesizer,,top
10412,speed of c,,top
10413,speed-of-light,,center-top
10414,sphagnum bogs,,center
10415,spheres,,top
10416,spherical,,top
10417,spherically,,center-bottom
10418,spiders,,center-bottom
10419,spinoza,,bottom
10420,spirits,,top
10421,spitfire,,center-top
10422,spitfire ii,,center-top
10423,spitfires,,top
10424,split,,top
10425,split infinitives,,center
10426,sponsor,,bottom
10427,sponsor a child,,top
10428,sponsor a child in palestine,,center
10429,sponsor a child in rwanda,,center-bottom
10430,sponsor a child in sudan,,center-bottom
10431,sponsor a child in uganda,,center
10432,sponsor online here,,bottom
10433,sponsor online here for uk donors,,center-top
10434,sponsor/child testimonials,,center-bottom
10435,sponsoredevents@worldorphanweek.com,,center-bottom
10436,sponsoring a child,,center
10437,sponsoring with sos children,,center-top
10438,sponsors,,top
10439,sponsorship,,center-bottom
10440,"sponsorship - sos children's village bogota, colombia",,center-bottom
10441,sponsorship directory,,center
10442,sponsorship faqs,,center-bottom
10443,sponsorship focus,,center-top
10444,sponsorship form,,center-bottom
10445,sporting,,top
10446,sporting events,,top
10447,sports,,top
10448,spreading globally,,top
10449,spring,,center-top
10450,spring tide,,center-top
10451,springs,,top
10452,springtime,,center-top
10453,spurs,,top
10454,spurs-sos partnership,,center-top
10455,sputnik,,center-top
10456,sputniks 1,,top
10457,squash,,center-bottom
10458,squash court,,top
10459,sr,,center
10460,sri lanka child sponsorship,,center-bottom
10461,sri lankan,,top
10462,sri lankans,,bottom
10463,st augustine,,center-top
10464,st edward the confessor,,top
10465,st francis,,top
10466,st helena,,center-top
10467,st mary of the angels,,center-top
10468,st paul,,top
10469,st paul's,,center-bottom
10470,st petersburg,,top
10471,st. augustine,,top
10472,st. bede,,top
10473,st. francis of assisi,,top
10474,st. hilda,,top
10475,st. lawrence seaway,,top
10476,st. lucia,,center-top
10477,st. lucian,,bottom
10478,st. paul,,center
10479,st. paul's,,center
10480,st. petersburg,,top
10481,st. vincent,,bottom
10482,st. vincent and the grenadines,,top
10483,st.columba,,center
10484,st. helena,,center-bottom
10485,st. petersburg,,center
10486,stable habitable zone,,bottom
10487,staff,,center-bottom
10488,stage,,top
10489,stage shows,,top
10490,stage theory of moral development,,top
10491,stalin,,top
10492,stalingrad,,center-bottom
10493,stamps,,center-bottom
10494,stand-up bass,,center-top
10495,standard german,,top
10496,stanley,,center-top
10497,star systems,,top
10498,star trek: deep space nine,,center-bottom
10499,star trek: the original series,,center
10500,star wars episode iv: a new hope,,top
10501,starred,,top
10502,stars,,top
10503,state,,top
10504,state capital,,top
10505,state government,,center
10506,state of israel,,top
10507,state of matter,,top
10508,state of west virginia,,center-bottom
10509,state union of serbia and montenegro,,center-top
10510,statehood,,top
10511,states,,top
10512,statistical,,bottom
10513,statistical analysis,,top
10514,steam engines,,top
10515,steam power,,bottom
10516,steels,,top
10517,stellar,,center-bottom
10518,stem cells,,bottom
10519,stem form,,bottom
10520,step cut,,center-top
10521,stephen,,center-top
10522,stephen gould,,center
10523,stephen jay gould's,,top
10524,stephen of blois,,center-bottom
10525,sterling,,center
10526,stingrays,,center
10527,stock cars,,top
10528,stock prices,,center-bottom
10529,stocks,,bottom
10530,stoic,,top
10531,stoically,,center
10532,stoics,,top
10533,stop press,,center
10534,storm,,top
10535,strategy for aids orphans,,center-top
10536,stravinsky,,center-bottom
10537,stravinsky's,,center-top
10538,street children,,center-top
10539,strings,,bottom
10540,strokes,,bottom
10541,structure of atoms,,center-top
10542,structure of dna,,center-bottom
10543,struggle for independence,,top
10544,sts-51-l,,center-bottom
10545,studded,,center
10546,student protests,,center-top
10547,study of fossils,,top
10548,stuttgart-bad cannstatt,,center-bottom
10549,sub-dialects,,center-top
10550,sub-saharan,,bottom
10551,sub-saharan african,,top
10552,sub-saharan africans,,bottom
10553,sublunar,,center-bottom
10554,substance dualists,,top
10555,substitutions,,center
10556,successes,,top
10557,successful bid for the english crown,,center-bottom
10558,successor,,top
10559,sudan child sponsorship,,center-bottom
10560,sudanese,,bottom
10561,sudanic,,center
10562,suez,,top
10563,suffrages,,center-top
10564,sugar beets,,center-bottom
10565,sugar-beet,,top
10566,sugars,,center-top
10567,suggested pronunciation,,center
10568,suggestions for activities,,center
10569,suleiman i,,center-top
